date,state,cases
2021-03-06,Massachusetts,556346
2021-03-06,Michigan,654551
2021-03-06,Minnesota,488669
2021-03-06,Mississippi,297321
2021-03-06,Missouri,497860
2021-03-06,Montana,100656
2021-03-06,Nebraska,200913
2021-03-06,Nevada,295960
2021-03-06,New Hampshire,75640
2021-03-06,New Jersey,808870
2021-03-06,New Mexico,182693
2021-03-06,New York,1686833
2021-03-06,North Carolina,872176
2021-03-06,North Dakota,100167
2021-03-06,Ohio,977736
2021-03-06,Oklahoma,428528
2021-03-06,Oregon,157079
2021-03-06,Pennsylvania,955354
2021-03-06,Rhode Island,115945
2021-03-06,South Carolina,524457
2021-03-06,South Dakota,113378
2021-03-06,Tennessee,748884
2021-03-06,Texas,2722593
2021-03-06,Utah,373559
2021-03-06,Vermont,15956
2021-03-06,Virginia,584537
2021-03-06,Washington,343071
2021-03-06,West Virginia,133290
2021-03-06,Wisconsin,621275
2021-03-06,Wyoming,54764
2021-03-07,Alabama,499819
2021-03-07,Alaska,59078
2021-03-07,Arizona,826454
2021-03-07,Arkansas,321534
2021-03-07,California,3657725
2021-03-07,Colorado,436561
2021-03-07,Connecticut,284348
2021-03-07,Delaware,88159
2021-03-07,Florida,1941496
2021-03-07,Georgia,989975
2021-03-07,Hawaii,27821
2021-03-07,Idaho,172931
2021-03-07,Illinois,1198255
2021-03-07,Indiana,667262
2021-03-07,Iowa,338693
2021-03-07,Kansas,298188
2021-03-07,Kentucky,410701
2021-03-07,Louisiana,433366
2021-03-07,Maine,45787
2021-03-07,Maryland,387319
2021-03-07,Massachusetts,557621
2021-03-07,Michigan,654551
2021-03-07,Minnesota,489558
2021-03-07,Mississippi,297581
2021-03-07,Missouri,498189
2021-03-07,Montana,100914
2021-03-07,Nebraska,201244
2021-03-07,Nevada,296190
2021-03-07,New Hampshire,75819
2021-03-07,New Jersey,811422
2021-03-07,New Mexico,182693
2021-03-07,New York,1694490
2021-03-07,North Carolina,872176
2021-03-07,North Dakota,100194
2021-03-07,Ohio,978471
2021-03-07,Oklahoma,428992
2021-03-07,Oregon,157285
2021-03-07,Pennsylvania,956906
2021-03-07,Rhode Island,115945
2021-03-07,South Carolina,525865
2021-03-07,South Dakota,113589
2021-03-07,Tennessee,749604
2021-03-07,Texas,2725547
2021-03-07,Utah,373975
2021-03-07,Vermont,16075
2021-03-07,Virginia,585700
2021-03-07,Washington,343071
2021-03-07,West Virginia,133445
2021-03-07,Wisconsin,621654
2021-03-07,Wyoming,54764
2021-03-08,Alabama,500092
2021-03-08,Alaska,59420
2021-03-08,Arizona,827237
2021-03-08,Arkansas,321678
2021-03-08,California,3660736
2021-03-08,Colorado,437136
2021-03-08,Connecticut,286404
2021-03-08,Delaware,88368
2021-03-08,Florida,1944809
2021-03-08,Georgia,991378
2021-03-08,Hawaii,27862
2021-03-08,Idaho,173308
2021-03-08,Illinois,1199440
2021-03-08,Indiana,667736
2021-03-08,Iowa,339150
2021-03-08,Kansas,298788
2021-03-08,Kentucky,411032
2021-03-08,Louisiana,433864
2021-03-08,Maine,45926
2021-03-08,Maryland,388035
2021-03-08,Massachusetts,558519
2021-03-08,Michigan,656832
2021-03-08,Minnesota,490025
2021-03-08,Mississippi,297651
2021-03-08,Missouri,498476
2021-03-08,Montana,100959
2021-03-08,Nebraska,201288
2021-03-08,Nevada,296393
2021-03-08,New Hampshire,76011
2021-03-08,New Jersey,813777
2021-03-08,New Mexico,182979
2021-03-08,New York,1699933
2021-03-08,North Carolina,874901
2021-03-08,North Dakota,100293
2021-03-08,Ohio,979725
2021-03-08,Oklahoma,429155
2021-03-08,Oregon,157515
2021-03-08,Pennsylvania,958348
2021-03-08,Rhode Island,115945
2021-03-08,South Carolina,526716
2021-03-08,South Dakota,113596
2021-03-08,Tennessee,750644
2021-03-08,Texas,2728147
2021-03-08,Utah,374238
2021-03-08,Vermont,16191
2021-03-08,Virginia,586592
2021-03-08,Washington,344271
2021-03-08,West Virginia,133627
2021-03-08,Wisconsin,621842
2021-03-08,Wyoming,54903
2021-03-09,Alabama,500616
2021-03-09,Alaska,59508
2021-03-09,Arizona,827800
2021-03-09,Arkansas,322124
2021-03-09,California,3664168
2021-03-09,Colorado,437974
2021-03-09,Connecticut,287151
2021-03-09,Delaware,88484
2021-03-09,Florida,1949233
2021-03-09,Georgia,993305
2021-03-09,Hawaii,27903
2021-03-09,Idaho,173790
2021-03-09,Illinois,1200936
2021-03-09,Indiana,668308
2021-03-09,Iowa,339903
2021-03-09,Kansas,298806
2021-03-09,Kentucky,411909
2021-03-09,Louisiana,434505
2021-03-09,Maine,46059
2021-03-09,Maryland,388666
2021-03-09,Massachusetts,559521
2021-03-09,Michigan,658365
2021-03-09,Minnesota,491639
2021-03-09,Mississippi,298008
2021-03-09,Missouri,498886
2021-03-09,Montana,101093
2021-03-09,Nebraska,201527
2021-03-09,Nevada,296822
2021-03-09,New Hampshire,76185
2021-03-09,New Jersey,817940
2021-03-09,New Mexico,183177
2021-03-09,New York,1706763
2021-03-09,North Carolina,875901
2021-03-09,North Dakota,100397
2021-03-09,Ohio,981618
2021-03-09,Oklahoma,429425
2021-03-09,Oregon,158007
2021-03-09,Pennsylvania,961422
2021-03-09,Rhode Island,115945
2021-03-09,South Carolina,527348
2021-03-09,South Dakota,113753
2021-03-09,Tennessee,751936
2021-03-09,Texas,2733460
2021-03-09,Utah,374796
2021-03-09,Vermont,16278
2021-03-09,Virginia,588129
2021-03-09,Washington,344942
2021-03-09,West Virginia,133856
2021-03-09,Wisconsin,622444
2021-03-09,Wyoming,54972
2021-03-10,Alabama,501398
2021-03-10,Alaska,59663
2021-03-10,Arizona,828630
2021-03-10,Arkansas,322474
2021-03-10,California,3667865
2021-03-10,Colorado,439214
2021-03-10,Connecticut,287662
2021-03-10,Delaware,88694
2021-03-10,Florida,1954088
2021-03-10,Georgia,995140
2021-03-10,Hawaii,27944
2021-03-10,Idaho,174246
2021-03-10,Illinois,1202633
2021-03-10,Indiana,669164
2021-03-10,Iowa,340391
2021-03-10,Kansas,299536
2021-03-10,Kentucky,412916
2021-03-10,Louisiana,435098
2021-03-10,Maine,46254
2021-03-10,Maryland,389566
2021-03-10,Massachusetts,560935
2021-03-10,Michigan,661039
2021-03-10,Minnesota,492539
2021-03-10,Mississippi,298445
2021-03-10,Missouri,499413
2021-03-10,Montana,101243
2021-03-10,Nebraska,201838
2021-03-10,Nevada,297147
2021-03-10,New Hampshire,76422
2021-03-10,New Jersey,821676
2021-03-10,New Mexico,183426
2021-03-10,New York,1712855
2021-03-10,North Carolina,877764
2021-03-10,North Dakota,100507
2021-03-10,Ohio,983486
2021-03-10,Oklahoma,430246
2021-03-10,Oregon,158291
2021-03-10,Pennsylvania,964055
2021-03-10,Rhode Island,118097
2021-03-10,South Carolina,528473
2021-03-10,South Dakota,113962
2021-03-10,Tennessee,753469
2021-03-10,Texas,2738322
2021-03-10,Utah,375465
2021-03-10,Vermont,16363
2021-03-10,Virginia,589375
2021-03-10,Washington,345667
2021-03-10,West Virginia,134158
2021-03-10,Wisconsin,623150
2021-03-10,Wyoming,55014
2021-03-11,Alabama,502263
2021-03-11,Alaska,59899
2021-03-11,Arizona,830655
2021-03-11,Arkansas,322811
2021-03-11,California,3671743
2021-03-11,Colorado,440167
2021-03-11,Connecticut,288389
2021-03-11,Delaware,89481
2021-03-11,Florida,1959148
2021-03-11,Georgia,996884
2021-03-11,Hawaii,27998
2021-03-11,Idaho,174610
2021-03-11,Illinois,1204323
2021-03-11,Indiana,670074
2021-03-11,Iowa,340843
2021-03-11,Kansas,299562
2021-03-11,Kentucky,414123
2021-03-11,Louisiana,435513
2021-03-11,Maine,46441
2021-03-11,Maryland,390490
2021-03-11,Massachusetts,562526
2021-03-11,Michigan,663603
2021-03-11,Minnesota,493626
2021-03-11,Mississippi,299124
2021-03-11,Missouri,568918
2021-03-11,Montana,101424
2021-03-11,Nebraska,202126
2021-03-11,Nevada,297765
2021-03-11,New Hampshire,76725
2021-03-11,New Jersey,825392
2021-03-11,New Mexico,183642
2021-03-11,New York,1720019
2021-03-11,North Carolina,879825
2021-03-11,North Dakota,100631
2021-03-11,Ohio,984934
2021-03-11,Oklahoma,430936
2021-03-11,Oregon,158644
2021-03-11,Pennsylvania,966889
2021-03-11,Rhode Island,118097
2021-03-11,South Carolina,529392
2021-03-11,South Dakota,114163
2021-03-11,Tennessee,754763
2021-03-11,Texas,2743084
2021-03-11,Utah,376109
2021-03-11,Vermont,16492
2021-03-11,Virginia,590625
2021-03-11,Washington,346419
2021-03-11,West Virginia,134496
2021-03-11,Wisconsin,623801
2021-03-11,Wyoming,55112
2021-03-12,Alabama,502711
2021-03-12,Alaska,60008
2021-03-12,Arizona,831832
2021-03-12,Arkansas,323274
2021-03-12,California,3676341
2021-03-12,Colorado,441458
2021-03-12,Connecticut,289571
2021-03-12,Delaware,89712
2021-03-12,Florida,1964358
2021-03-12,Georgia,998448
2021-03-12,Hawaii,28156
2021-03-12,Idaho,174943
2021-03-12,Illinois,1206083
2021-03-12,Indiana,671023
2021-03-12,Iowa,341342
2021-03-12,Kansas,299995
2021-03-12,Kentucky,415083
2021-03-12,Louisiana,436061
2021-03-12,Maine,46650
2021-03-12,Maryland,391480
2021-03-12,Massachusetts,564172
2021-03-12,Michigan,666541
2021-03-12,Minnesota,494728
2021-03-12,Mississippi,299887
2021-03-12,Missouri,569758
2021-03-12,Montana,101556
2021-03-12,Nebraska,202393
2021-03-12,Nevada,298623
2021-03-12,New Hampshire,77039
2021-03-12,New Jersey,829612
2021-03-12,New Mexico,183904
2021-03-12,New York,1724261
2021-03-12,North Carolina,881823
2021-03-12,North Dakota,100728
2021-03-12,Ohio,986740
2021-03-12,Oklahoma,431349
2021-03-12,Oregon,159037
2021-03-12,Pennsylvania,970020
2021-03-12,Rhode Island,118097
2021-03-12,South Carolina,530880
2021-03-12,South Dakota,114347
2021-03-12,Tennessee,755818
2021-03-12,Texas,2749576
2021-03-12,Utah,376624
2021-03-12,Vermont,16615
2021-03-12,Virginia,592214
2021-03-12,Washington,347053
2021-03-12,West Virginia,134842
2021-03-12,Wisconsin,624508
2021-03-12,Wyoming,55163
2021-03-13,Alabama,503305
2021-03-13,Alaska,60008
2021-03-13,Arizona,832094
2021-03-13,Arkansas,323610
2021-03-13,California,3678422
2021-03-13,Colorado,442700
2021-03-13,Connecticut,289571
2021-03-13,Delaware,89957
2021-03-13,Florida,1969601
2021-03-13,Georgia,999684
2021-03-13,Hawaii,28218
2021-03-13,Idaho,175236
2021-03-13,Illinois,1207755
2021-03-13,Indiana,671859
2021-03-13,Iowa,341708
2021-03-13,Kansas,299995
2021-03-13,Kentucky,415762
2021-03-13,Louisiana,436061
2021-03-13,Maine,46856
2021-03-13,Maryland,392581
2021-03-13,Massachusetts,565728
2021-03-13,Michigan,668541
2021-03-13,Minnesota,495913
2021-03-13,Mississippi,300577
2021-03-13,Missouri,570508
2021-03-13,Montana,101726
2021-03-13,Nebraska,202692
2021-03-13,Nevada,299065
2021-03-13,New Hampshire,77293
2021-03-13,New Jersey,833489
2021-03-13,New Mexico,184082
2021-03-13,New York,1734518
2021-03-13,North Carolina,882714
2021-03-13,North Dakota,100762
2021-03-13,Ohio,988298
2021-03-13,Oklahoma,431984
2021-03-13,Oregon,159402
2021-03-13,Pennsylvania,972895
2021-03-13,Rhode Island,118097
2021-03-13,South Carolina,532549
2021-03-13,South Dakota,114493
2021-03-13,Tennessee,757252
2021-03-13,Texas,2754488
2021-03-13,Utah,377115
2021-03-13,Vermont,16690
2021-03-13,Virginia,593562
2021-03-13,Washington,347924
2021-03-13,West Virginia,135149
2021-03-13,Wisconsin,625045
2021-03-13,Wyoming,55163
2021-03-14,Alabama,503673
2021-03-14,Alaska,60009
2021-03-14,Arizona,832743
2021-03-14,Arkansas,323751
2021-03-14,California,3681029
2021-03-14,Colorado,443915
2021-03-14,Connecticut,289571
2021-03-14,Delaware,90182
2021-03-14,Florida,1973296
2021-03-14,Georgia,1000486
2021-03-14,Hawaii,28268
2021-03-14,Idaho,175236
2021-03-14,Illinois,1209243
2021-03-14,Indiana,672554
2021-03-14,Iowa,341883
2021-03-14,Kansas,299995
2021-03-14,Kentucky,416194
2021-03-14,Louisiana,436970
2021-03-14,Maine,47025
2021-03-14,Maryland,393441
2021-03-14,Massachusetts,567232
2021-03-14,Michigan,668541
2021-03-14,Minnesota,496916
2021-03-14,Mississippi,300780
2021-03-14,Missouri,571005
2021-03-14,Montana,101760
2021-03-14,Nebraska,202863
2021-03-14,Nevada,299287
2021-03-14,New Hampshire,77574
2021-03-14,New Jersey,836835
2021-03-14,New Mexico,184225
2021-03-14,New York,1741189
2021-03-14,North Carolina,882714
2021-03-14,North Dakota,100787
2021-03-14,Ohio,989191
2021-03-14,Oklahoma,432473
2021-03-14,Oregon,159617
2021-03-14,Pennsylvania,974818
2021-03-14,Rhode Island,118097
2021-03-14,South Carolina,533421
2021-03-14,South Dakota,114623
2021-03-14,Tennessee,757890
2021-03-14,Texas,2757115
2021-03-14,Utah,377513
2021-03-14,Vermont,16882
2021-03-14,Virginia,594735
2021-03-14,Washington,347924
2021-03-14,West Virginia,135468
2021-03-14,Wisconsin,625359
2021-03-14,Wyoming,55163
2021-03-15,Alabama,508229
2021-03-15,Alaska,60396
2021-03-15,Arizona,833381
2021-03-15,Arkansas,323870
2021-03-15,California,3682694
2021-03-15,Colorado,444337
2021-03-15,Connecticut,292079
2021-03-15,Delaware,90415
2021-03-15,Florida,1976121
2021-03-15,Georgia,1001454
2021-03-15,Hawaii,28312
2021-03-15,Idaho,175657
2021-03-15,Illinois,1210030
2021-03-15,Indiana,672967
2021-03-15,Iowa,342301
2021-03-15,Kansas,300434
2021-03-15,Kentucky,416590
2021-03-15,Louisiana,437144
2021-03-15,Maine,47199
2021-03-15,Maryland,394058
2021-03-15,Massachusetts,568272
2021-03-15,Michigan,672370
2021-03-15,Minnesota,497738
2021-03-15,Mississippi,300881
2021-03-15,Missouri,571405
2021-03-15,Montana,101933
2021-03-15,Nebraska,202978
2021-03-15,Nevada,299471
2021-03-15,New Hampshire,77749
2021-03-15,New Jersey,839656
2021-03-15,New Mexico,184401
2021-03-15,New York,1748311
2021-03-15,North Carolina,886218
2021-03-15,North Dakota,100935
2021-03-15,Ohio,990340
2021-03-15,Oklahoma,432781
2021-03-15,Oregon,159790
2021-03-15,Pennsylvania,976234
2021-03-15,Rhode Island,118097
2021-03-15,South Carolina,534188
2021-03-15,South Dakota,114649
2021-03-15,Tennessee,758762
2021-03-15,Texas,2759863
2021-03-15,Utah,377739
2021-03-15,Vermont,16984
2021-03-15,Virginia,595865
2021-03-15,Washington,348976
2021-03-15,West Virginia,135678
2021-03-15,Wisconsin,625690
2021-03-15,Wyoming,55327
2021-03-16,Alabama,508717
2021-03-16,Alaska,60499
2021-03-16,Arizona,833877
2021-03-16,Arkansas,324265
2021-03-16,California,3685288
2021-03-16,Colorado,444659
2021-03-16,Connecticut,292922
2021-03-16,Delaware,90551
2021-03-16,Florida,1980907
2021-03-16,Georgia,1003187
2021-03-16,Hawaii,28357
2021-03-16,Idaho,176007
2021-03-16,Illinois,1212010
2021-03-16,Indiana,673528
2021-03-16,Iowa,342849
2021-03-16,Kansas,300441
2021-03-16,Kentucky,417392
2021-03-16,Louisiana,438137
2021-03-16,Maine,47388
2021-03-16,Maryland,394716
2021-03-16,Massachusetts,569294
2021-03-16,Michigan,674945
2021-03-16,Minnesota,498452
2021-03-16,Mississippi,301250
2021-03-16,Missouri,572074
2021-03-16,Montana,102344
2021-03-16,Nebraska,203283
2021-03-16,Nevada,299817
2021-03-16,New Hampshire,77993
2021-03-16,New Jersey,843350
2021-03-16,New Mexico,184576
2021-03-16,New York,1755020
2021-03-16,North Carolina,887311
2021-03-16,North Dakota,101066
2021-03-16,Ohio,992223
2021-03-16,Oklahoma,432781
2021-03-16,Oregon,160051
2021-03-16,Pennsylvania,979407
2021-03-16,Rhode Island,118097
2021-03-16,South Carolina,534869
2021-03-16,South Dakota,114791
2021-03-16,Tennessee,760638
2021-03-16,Texas,2764931
2021-03-16,Utah,378228
2021-03-16,Vermont,17039
2021-03-16,Virginia,597141
2021-03-16,Washington,349637
2021-03-16,West Virginia,136019
2021-03-16,Wisconsin,626364
2021-03-16,Wyoming,55352
2021-03-17,Alabama,509476
2021-03-17,Alaska,60673
2021-03-17,Arizona,834321
2021-03-17,Arkansas,324560
2021-03-17,California,3688646
2021-03-17,Colorado,445285
2021-03-17,Connecticut,293293
2021-03-17,Delaware,90924
2021-03-17,Florida,1985508
2021-03-17,Georgia,1005228
2021-03-17,Hawaii,28423
2021-03-17,Idaho,176461
2021-03-17,Illinois,1213660
2021-03-17,Indiana,674430
2021-03-17,Iowa,343263
2021-03-17,Kansas,301063
2021-03-17,Kentucky,418352
2021-03-17,Louisiana,438584
2021-03-17,Maine,47587
2021-03-17,Maryland,395633
2021-03-17,Massachusetts,570983
2021-03-17,Michigan,678725
2021-03-17,Minnesota,499484
2021-03-17,Mississippi,301602
2021-03-17,Missouri,572844
2021-03-17,Montana,102484
2021-03-17,Nebraska,203435
2021-03-17,Nevada,300118
2021-03-17,New Hampshire,78274
2021-03-17,New Jersey,847679
2021-03-17,New Mexico,184819
2021-03-17,New York,1761608
2021-03-17,North Carolina,889309
2021-03-17,North Dakota,101182
2021-03-17,Ohio,993681
2021-03-17,Oklahoma,432781
2021-03-17,Oregon,160288
2021-03-17,Pennsylvania,982700
2021-03-17,Rhode Island,120584
2021-03-17,South Carolina,536100
2021-03-17,South Dakota,114966
2021-03-17,Tennessee,761666
2021-03-17,Texas,2770008
2021-03-17,Utah,378922
2021-03-17,Vermont,17098
2021-03-17,Virginia,598468
2021-03-17,Washington,350530
2021-03-17,West Virginia,136334
2021-03-17,Wisconsin,627060
2021-03-17,Wyoming,55449
2021-03-18,Alabama,510048
2021-03-18,Alaska,60830
2021-03-18,Arizona,834606
2021-03-18,Arkansas,324849
2021-03-18,California,3692225
2021-03-18,Colorado,446525
2021-03-18,Connecticut,294443
2021-03-18,Delaware,91226
2021-03-18,Florida,1990618
2021-03-18,Georgia,1007441
2021-03-18,Hawaii,28509
2021-03-18,Idaho,176802
2021-03-18,Illinois,1215987
2021-03-18,Indiana,675388
2021-03-18,Iowa,343855
2021-03-18,Kansas,301085
2021-03-18,Kentucky,419129
2021-03-18,Louisiana,439124
2021-03-18,Maine,47831
2021-03-18,Maryland,396746
2021-03-18,Massachusetts,572854
2021-03-18,Michigan,681843
2021-03-18,Minnesota,500980
2021-03-18,Mississippi,301924
2021-03-18,Missouri,573559
2021-03-18,Montana,102616
2021-03-18,Nebraska,203760
2021-03-18,Nevada,300415
2021-03-18,New Hampshire,78599
2021-03-18,New Jersey,852140
2021-03-18,New Mexico,185061
2021-03-18,New York,1767122
2021-03-18,North Carolina,891241
2021-03-18,North Dakota,101297
2021-03-18,Ohio,995785
2021-03-18,Oklahoma,432781
2021-03-18,Oregon,160622
2021-03-18,Pennsylvania,985886
2021-03-18,Rhode Island,120584
2021-03-18,South Carolina,537498
2021-03-18,South Dakota,115203
2021-03-18,Tennessee,763026
2021-03-18,Texas,2774547
2021-03-18,Utah,379482
2021-03-18,Vermont,17239
2021-03-18,Virginia,600550
2021-03-18,Washington,351430
2021-03-18,West Virginia,136716
2021-03-18,Wisconsin,627743
2021-03-18,Wyoming,55479
2021-03-19,Alabama,510579
2021-03-19,Alaska,60900
2021-03-19,Arizona,835030
2021-03-19,Arkansas,325073
2021-03-19,California,3695587
2021-03-19,Colorado,448307
2021-03-19,Connecticut,295648
2021-03-19,Delaware,91435
2021-03-19,Florida,1995744
2021-03-19,Georgia,1009015
2021-03-19,Hawaii,28678
2021-03-19,Idaho,177185
2021-03-19,Illinois,1218385
2021-03-19,Indiana,676247
2021-03-19,Iowa,344302
2021-03-19,Kansas,301519
2021-03-19,Kentucky,419852
2021-03-19,Louisiana,439314
2021-03-19,Maine,48070
2021-03-19,Maryland,397898
2021-03-19,Massachusetts,574771
2021-03-19,Michigan,686257
2021-03-19,Minnesota,502411
2021-03-19,Mississippi,302316
2021-03-19,Missouri,574201
2021-03-19,Montana,102768
2021-03-19,Nebraska,204039
2021-03-19,Nevada,300680
2021-03-19,New Hampshire,78930
2021-03-19,New Jersey,856514
2021-03-19,New Mexico,185275
2021-03-19,New York,1772212
2021-03-19,North Carolina,893228
2021-03-19,North Dakota,101384
2021-03-19,Ohio,997336
2021-03-19,Oklahoma,432781
2021-03-19,Oregon,160994
2021-03-19,Pennsylvania,989452
2021-03-19,Rhode Island,120584
2021-03-19,South Carolina,538801
2021-03-19,South Dakota,115518
2021-03-19,Tennessee,764902
2021-03-19,Texas,2778126
2021-03-19,Utah,379926
2021-03-19,Vermont,17384
2021-03-19,Virginia,602182
2021-03-19,Washington,352314
2021-03-19,West Virginia,137092
2021-03-19,Wisconsin,628428
2021-03-19,Wyoming,55581
2021-03-20,Alabama,511087
2021-03-20,Alaska,60903
2021-03-20,Arizona,835765
2021-03-20,Arkansas,325349
2021-03-20,California,3699011
2021-03-20,Colorado,449773
2021-03-20,Connecticut,295648
2021-03-20,Delaware,91741
2021-03-20,Florida,2000848
2021-03-20,Georgia,1010710
2021-03-20,Hawaii,28763
2021-03-20,Idaho,177420
2021-03-20,Illinois,1220321
2021-03-20,Indiana,677135
2021-03-20,Iowa,344638
2021-03-20,Kansas,301519
2021-03-20,Kentucky,420492
2021-03-20,Louisiana,439314
2021-03-20,Maine,48292
2021-03-20,Maryland,399016
2021-03-20,Massachusetts,576651
2021-03-20,Michigan,689508
2021-03-20,Minnesota,503789
2021-03-20,Mississippi,302677
2021-03-20,Missouri,574847
2021-03-20,Montana,102966
2021-03-20,Nebraska,204445
2021-03-20,Nevada,300951
2021-03-20,New Hampshire,79242
2021-03-20,New Jersey,861394
2021-03-20,New Mexico,185461
2021-03-20,New York,1778884
2021-03-20,North Carolina,895262
2021-03-20,North Dakota,101430
2021-03-20,Ohio,998819
2021-03-20,Oklahoma,432781
2021-03-20,Oregon,161320
2021-03-20,Pennsylvania,993559
2021-03-20,Rhode Island,120584
2021-03-20,South Carolina,540390
2021-03-20,South Dakota,115723
2021-03-20,Tennessee,765633
2021-03-20,Texas,2781916
2021-03-20,Utah,380392
2021-03-20,Vermont,17547
2021-03-20,Virginia,603745
2021-03-20,Washington,353290
2021-03-20,West Virginia,137478
2021-03-20,Wisconsin,628969
2021-03-20,Wyoming,55581
2021-03-21,Alabama,511460
2021-03-21,Alaska,60903
2021-03-21,Arizona,836253
2021-03-21,Arkansas,325458
2021-03-21,California,3701147
2021-03-21,Colorado,450575
2021-03-21,Connecticut,295648
2021-03-21,Delaware,92086
2021-03-21,Florida,2004840
2021-03-21,Georgia,1012286
2021-03-21,Hawaii,28834
2021-03-21,Idaho,177420
2021-03-21,Illinois,1221770
2021-03-21,Indiana,677905
2021-03-21,Iowa,344784
2021-03-21,Kansas,301519
2021-03-21,Kentucky,420818
2021-03-21,Louisiana,439314
2021-03-21,Maine,48453
2021-03-21,Maryland,400023
2021-03-21,Massachusetts,578332
2021-03-21,Michigan,689508
2021-03-21,Minnesota,504730
2021-03-21,Mississippi,302837
2021-03-21,Missouri,575253
2021-03-21,Montana,103060
2021-03-21,Nebraska,204583
2021-03-21,Nevada,301178
2021-03-21,New Hampshire,79467
2021-03-21,New Jersey,864648
2021-03-21,New Mexico,185632
2021-03-21,New York,1782619
2021-03-21,North Carolina,895262
2021-03-21,North Dakota,101480
2021-03-21,Ohio,999750
2021-03-21,Oklahoma,432781
2021-03-21,Oregon,161531
2021-03-21,Pennsylvania,995938
2021-03-21,Rhode Island,120584
2021-03-21,South Carolina,541582
2021-03-21,South Dakota,115867
2021-03-21,Tennessee,766375
2021-03-21,Texas,2783899
2021-03-21,Utah,380772
2021-03-21,Vermont,17732
2021-03-21,Virginia,604904
2021-03-21,Washington,353290
2021-03-21,West Virginia,137826
2021-03-21,Wisconsin,629407
2021-03-21,Wyoming,55581
2021-03-22,Alabama,511779
2021-03-22,Alaska,61255
2021-03-22,Arizona,836737
2021-03-22,Arkansas,325513
2021-03-22,California,3703260
2021-03-22,Colorado,450879
2021-03-22,Connecticut,298617
2021-03-22,Delaware,92228
2021-03-22,Florida,2007699
2021-03-22,Georgia,1013197
2021-03-22,Hawaii,28912
2021-03-22,Idaho,177760
2021-03-22,Illinois,1222992
2021-03-22,Indiana,678416
2021-03-22,Iowa,345210
2021-03-22,Kansas,301898
2021-03-22,Kentucky,421111
2021-03-22,Louisiana,440648
2021-03-22,Maine,48641
2021-03-22,Maryland,400705
2021-03-22,Massachusetts,579433
2021-03-22,Michigan,695269
2021-03-22,Minnesota,505872
2021-03-22,Mississippi,302932
2021-03-22,Missouri,575562
2021-03-22,Montana,103098
2021-03-22,Nebraska,204766
2021-03-22,Nevada,301334
2021-03-22,New Hampshire,79655
2021-03-22,New Jersey,867804
2021-03-22,New Mexico,185794
2021-03-22,New York,1785415
2021-03-22,North Carolina,898101
2021-03-22,North Dakota,101645
2021-03-22,Ohio,1001194
2021-03-22,Oklahoma,432781
2021-03-22,Oregon,161706
2021-03-22,Pennsylvania,997558
2021-03-22,Rhode Island,120584
2021-03-22,South Carolina,542203
2021-03-22,South Dakota,115972
2021-03-22,Tennessee,767615
2021-03-22,Texas,2786431
2021-03-22,Utah,380930
2021-03-22,Vermont,17831
2021-03-22,Virginia,605967
2021-03-22,Washington,354506
2021-03-22,West Virginia,138102
2021-03-22,Wisconsin,629787
2021-03-22,Wyoming,55730
2021-03-23,Alabama,511789
2021-03-23,Alaska,61431
2021-03-23,Arizona,837244
2021-03-23,Arkansas,325756
2021-03-23,California,3705463
2021-03-23,Colorado,452249
2021-03-23,Connecticut,299513
2021-03-23,Delaware,92408
2021-03-23,Florida,2012995
2021-03-23,Georgia,1015068
2021-03-23,Hawaii,28950
2021-03-23,Idaho,178119
2021-03-23,Illinois,1224802
2021-03-23,Indiana,679079
2021-03-23,Iowa,345973
2021-03-23,Kansas,301927
2021-03-23,Kentucky,421989
2021-03-23,Louisiana,441351
2021-03-23,Maine,48772
2021-03-23,Maryland,401427
2021-03-23,Massachusetts,580908
2021-03-23,Michigan,699798
2021-03-23,Minnesota,506753
2021-03-23,Mississippi,303238
2021-03-23,Missouri,576071
2021-03-23,Montana,103452
2021-03-23,Nebraska,204939
2021-03-23,Nevada,301481
2021-03-23,New Hampshire,80018
2021-03-23,New Jersey,872573
2021-03-23,New Mexico,185965
2021-03-23,New York,1788724
2021-03-23,North Carolina,899159
2021-03-23,North Dakota,101786
2021-03-23,Ohio,1002822
2021-03-23,Oklahoma,432781
2021-03-23,Oregon,162016
2021-03-23,Pennsylvania,1001113
2021-03-23,Rhode Island,120584
2021-03-23,South Carolina,542912
2021-03-23,South Dakota,116100
2021-03-23,Tennessee,768746
2021-03-23,Texas,2791029
2021-03-23,Utah,381309
2021-03-23,Vermont,17925
2021-03-23,Virginia,607234
2021-03-23,Washington,355056
2021-03-23,West Virginia,138429
2021-03-23,Wisconsin,629787
2021-03-23,Wyoming,55799
2021-03-24,Alabama,512711
2021-03-24,Alaska,61650
2021-03-24,Arizona,837849
2021-03-24,Arkansas,326240
2021-03-24,California,3708263
2021-03-24,Colorado,453465
2021-03-24,Connecticut,300968
2021-03-24,Delaware,92618
2021-03-24,Florida,2018133
2021-03-24,Georgia,1016455
2021-03-24,Hawaii,29005
2021-03-24,Idaho,178544
2021-03-24,Illinois,1227605
2021-03-24,Indiana,680046
2021-03-24,Iowa,346596
2021-03-24,Kansas,302497
2021-03-24,Kentucky,422684
2021-03-24,Louisiana,441803
2021-03-24,Maine,48971
2021-03-24,Maryland,402600
2021-03-24,Massachusetts,582752
2021-03-24,Michigan,704974
